Segment,Country,Product,Discount Band,Units Sold,Procurement,Manufacturing Price Parsed,Sale Price Parsed,Budget Parsed,Discounts Parsed,Sales Parsed,COGS Parsed,Sales_MA_3,Date_ISO
Channel Partners,United States of America,Paseo,Low,1369,2054,10,12,16434,493,15940,4108,258957,2020-12-15
Enterprise,Mexico,Amarilla,High,947,56820,260,125,118375,13021,105353,113640,117201,2020-12-15
Government,Mexico,Carretera,Medium,1362,177060,3,350,476700,38136,438564,354120,186619,2020-12-15
Enterprise,Mexico,Velo,High,1575,94500,120,125,196875,27562,169312,189000,237743,2020-12-16
Government,Mexico,Amarilla,High,1727,4317,260,7,12089,1692,10396,8635,206091,2020-12-16
Government,France,Amarilla,Low,941,4705,260,20,18820,376,18443,9410,66050,2020-12-16
Government,France,Velo,High,2805,14025,120,20,56100,6171,49929,28050,26256,2020-12-16
Government,United States of America,Amarilla,Medium,2071,269230,260,350,724850,65236,659613,538460,242662,2020-12-16
Government,Mexico,VTT,High,1233,6165,250,20,24660,2959,21700,12330,243747,2020-12-16
Government,France,Carretera,High,1790,232700,3,350,626500,81445,545055,465400,408789,2020-12-17
Government,Canada,Amarilla,Medium,708,3540,260,20,14160,1132,13027,7080,193261,2020-12-17
Small Business,United States of America,Amarilla,Medium,1372,171500,260,300,411600,28812,382788,343000,313623,2020-12-17
Government,Canada,Montana,Medium,708,3540,5,20,14160,1132,13027,7080,136281,2020-12-17
Government,United States of America,Velo,Low,1566,7830,120,20,31320,626,30693,15660,142169,2020-12-17
Midmarket,Canada,Carretera,High,2300,11500,3,15,34500,4830,29670,23000,24463,2020-12-18
Government,Germany,Carretera,High,792,102960,3,350,277200,30492,246708,205920,102357,2020-12-18
Enterprise,France,Amarilla,High,1433,85980,260,125,179125,19703,159421,171960,145266,2020-12-19
Government,Canada,Montana,Low,2851,7127,5,7,19957,798,19158,14255,141762,2020-12-19
Government,Mexico,Carretera,Medium,1362,177060,3,350,476700,38136,438564,354120,205714,2020-12-20
Enterprise,Canada,Carretera,High,2416,144960,3,125,302000,36240,265760,289920,241161,2020-12-20
Channel Partners,Canada,Paseo,Low,1295,1942,10,12,15540,310,15229,3885,239851,2020-12-20
Channel Partners,France,Velo,Medium,1967,2950,120,12,23604,2124,21479,5901,100823,2020-12-20
Government,United States of America,Paseo,Low,274,35620,10,350,95900,3836,92064,71240,42924,2020-12-20
Channel Partners,United States of America,Carretera,Low,1858,2787,3,12,22296,222,22073,5574,45205,2020-12-21
Channel Partners,France,Paseo,High,1393,2089,10,12,16716,2340,14375,4179,42837,2020-12-21
Government,France,Velo,Low,2177,283010,120,350,761950,30478,731472,566020,255973,2020-12-21
Channel Partners,United States of America,Carretera,High,386,579,3,12,4632,463,4168,1158,250005,2020-12-21
Government,Canada,Velo,Low,2646,13230,120,20,52920,2116,50803,26460,262148,2020-12-22
Government,France,Paseo,Medium,1757,8785,10,20,35140,2108,33031,17570,29334,2020-12-22
Channel Partners,France,Montana,Low,1901,2851,5,12,22812,684,22127,5703,35320,2020-12-22
Channel Partners,France,Paseo,High,1198,1797,10,12,14376,1581,12794,3594,22651,2020-12-22
Channel Partners,United States of America,Paseo,High,914,1371,10,12,10968,1645,9322,2742,14748,2020-12-22
Channel Partners,Germany,Velo,High,1013,1519,120,12,12156,1580,10575,3039,10897,2020-12-23
Channel Partners,United States of America,Amarilla,High,2914,4371,260,12,34968,4895,30072,8742,16656,2020-12-23
Midmarket,United States of America,Paseo,Low,671,3355,10,15,10065,402,9662,6710,16770,2020-12-23
Enterprise,France,Montana,Low,1287,77220,5,125,160875,4826,156048,154440,65261,2020-12-24
Enterprise,Canada,Carretera,Low,742,44550,3,125,92812,1856,90956,89100,85555,2020-12-24
Government,Canada,Montana,Low,2851,7127,5,7,19957,798,19158,14255,88721,2020-12-24
Small Business,France,VTT,Medium,959,119875,250,300,287700,20139,267561,239750,125892,2020-12-24
Midmarket,Mexico,Velo,High,655,3275,120,15,9825,1080,8744,6550,98488,2020-12-25
Midmarket,Germany,Montana,Medium,711,3555,5,15,10665,853,9811,7110,95372,2020-12-25
Channel Partners,France,Carretera,Medium,1865,2797,3,12,22380,1119,21261,5595,13272,2020-12-25
Enterprise,Canada,Velo,High,1916,114960,120,125,239500,23950,215550,229920,82207,2020-12-25
Enterprise,Germany,VTT,High,552,33120,250,125,69000,10350,58650,66240,98487,2020-12-26
Enterprise,United States of America,VTT,Low,727,43620,250,125,90875,908,89966,87240,121389,2020-12-26
Government,Mexico,VTT,Medium,521,1302,250,7,3647,328,3318,2605,50645,2020-12-26
Midmarket,United States of America,Carretera,High,2567,12835,3,15,38505,5005,33499,25670,42261,2020-12-26
Government,France,Carretera,High,1790,232700,3,350,626500,81445,545055,465400,193957,2020-12-27
Enterprise,United States of America,Montana,Medium,3627,217620,5,125,453375,22668,430706,435240,336420,2020-12-27
Channel Partners,Canada,Montana,None,2518,3777,5,12,30216,0,30216,7554,335326,2020-12-27
Small Business,France,Velo,Medium,1221,152625,120,300,366300,21978,344322,305250,268415,2020-12-27
Government,Mexico,Carretera,Medium,521,1302,3,7,3647,328,3318,2605,125952,2020-12-27
Midmarket,Canada,Paseo,High,2470,12350,10,15,37050,5187,31863,24700,126501,2020-12-27
Channel Partners,Mexico,Montana,High,604,906,5,12,7248,942,6305,1812,13829,2020-12-28
Enterprise,Canada,VTT,High,2954,177240,250,125,369250,55387,313862,354480,117343,2020-12-28
Government,Canada,Amarilla,Medium,708,3540,260,20,14160,1132,13027,7080,111065,2020-12-28
Government,Germany,Montana,Medium,645,3225,5,20,12900,1032,11868,6450,112919,2020-12-29
Small Business,France,Paseo,Medium,1324,165500,10,300,397200,35748,361452,331000,128782,2020-12-29
Government,United States of America,Paseo,High,380,950,10,7,2660,292,2367,1900,125229,2020-12-30
Government,Canada,Amarilla,Medium,1135,2837,260,7,7945,556,7388,5675,123736,2020-12-30
Government,United States of America,Carretera,Medium,570,1425,3,7,3990,199,3790,2850,4515,2020-12-30
Midmarket,Germany,Velo,High,510,2550,120,15,7650,765,6885,5100,6021,2020-12-31
Government,France,Carretera,High,1790,232700,3,350,626500,81445,545055,465400,185243,2020-12-31
Enterprise,Mexico,Velo,Low,2145,128700,120,125,268125,5362,262762,257400,271567,2020-12-31
Government,Mexico,Paseo,High,1197,155610,10,350,418950,50274,368676,311220,392164,2021-01-01
Midmarket,Mexico,Paseo,None,2472,12360,10,15,37080,0,37080,24720,222839,2021-01-02
Midmarket,United States of America,Montana,None,615,3075,5,15,9225,0,9225,6150,138327,2021-01-02
Enterprise,Canada,Montana,None,345,20700,5,125,43125,0,43125,41400,29810,2021-01-02
Government,Canada,Carretera,Medium,819,2047,3,7,5733,515,5217,4095,19189,2021-01-03
Midmarket,Germany,Velo,Medium,1530,7650,120,15,22950,1377,21573,15300,23305,2021-01-04
Government,Mexico,Paseo,High,2851,370630,10,350,997850,149677,848172,741260,291654,2021-01-04
Enterprise,United States of America,Amarilla,High,579,34740,260,125,72375,7237,65137,69480,311627,2021-01-04
Government,France,Velo,Low,3864,19320,120,20,77280,772,76507,38640,329939,2021-01-05
Enterprise,United States of America,Montana,Medium,3627,217620,5,125,453375,22668,430706,435240,190783,2021-01-05
Small Business,Germany,Carretera,Low,2021,252625,3,300,606300,24252,582048,505250,363087,2021-01-05
Enterprise,Mexico,Paseo,Low,662,39720,10,125,82750,1655,81095,79440,364616,2021-01-05
Channel Partners,United States of America,Montana,Medium,2723,4084,5,12,32676,1960,30715,8169,231286,2021-01-05
Midmarket,United States of America,Paseo,Low,1925,9625,10,15,28875,577,28297,19250,46702,2021-01-06
Government,Mexico,Montana,Medium,720,93600,5,350,252000,12600,239400,187200,99471,2021-01-06
Government,Germany,VTT,Low,2877,374010,250,350,1006950,20139,986811,748020,418169,2021-01-06
Small Business,Germany,Paseo,High,807,100875,10,300,242100,31473,210627,201750,478946,2021-01-06
Government,United States of America,Paseo,Low,1056,5280,10,20,21120,844,20275,10560,405904,2021-01-07
Government,France,Amarilla,Medium,2076,269880,260,350,726600,43596,683004,539760,304635,2021-01-07
Small Business,Canada,Amarilla,Low,1916,239500,260,300,574800,11496,563304,479000,422194,2021-01-07
Small Business,Canada,Paseo,High,873,109125,10,300,261900,28809,233091,218250,493133,2021-01-08
Government,Canada,Velo,Medium,1269,164970,120,350,444150,39973,404176,329940,400190,2021-01-08
Channel Partners,France,VTT,Medium,2234,3351,250,12,26808,2412,24395,6702,220554,2021-01-08
Enterprise,France,Paseo,Low,1287,77220,10,125,160875,4826,156048,154440,194873,2021-01-08
Small Business,Canada,Paseo,Medium,1404,175500,10,300,421200,29484,391716,351000,190720,2021-01-08
Government,Canada,Paseo,Medium,257,642,10,7,1799,143,1655,1285,183140,2021-01-09
Channel Partners,United States of America,Velo,High,914,1371,120,12,10968,1645,9322,2742,134231,2021-01-09
Enterprise,France,VTT,Low,1744,104640,250,125,218000,2180,215820,209280,75599,2021-01-09
Enterprise,Canada,Velo,Medium,952,57120,120,125,119000,7140,111860,114240,112334,2021-01-09
Government,France,VTT,Medium,2682,13410,250,20,53640,4827,48812,26820,125497,2021-01-10
Channel Partners,Germany,VTT,Low,2479,3718,250,12,29748,892,28855,7437,63176,2021-01-10
Government,France,Montana,Medium,1757,8785,5,20,35140,2108,33031,17570,36899,2021-01-10
Small Business,Mexico,Paseo,Medium,2565,320625,10,300,769500,69255,700245,641250,254044,2021-01-10
Midmarket,United States of America,Velo,High,790,3950,120,15,11850,1185,10665,7900,247980,2021-01-10
Enterprise,Canada,Paseo,High,1583,94980,10,125,197875,25723,172151,189960,294354,2021-01-10
Midmarket,Germany,VTT,None,888,4440,250,15,13320,0,13320,8880,65379,2021-01-10
Channel Partners,United States of America,Amarilla,High,2914,4371,260,12,34968,4895,30072,8742,71848,2021-01-10
Small Business,Germany,Montana,Low,1859,232375,5,300,557700,22308,535392,464750,192928,2021-01-11
Channel Partners,Mexico,VTT,Low,1916,2874,250,12,22992,689,22302,5748,195922,2021-01-11
Government,United States of America,Montana,High,2996,7490,5,7,20972,2936,18035,14980,191910,2021-01-11
Small Business,Canada,Paseo,Low,1916,239500,10,300,574800,11496,563304,479000,201214,2021-01-12
Government,Germany,Carretera,High,442,2210,3,20,8840,1149,7690,4420,196343,2021-01-12
Government,Mexico,Paseo,High,1122,5610,10,20,22440,2468,19971,11220,196988,2021-01-12
Midmarket,Mexico,Paseo,High,380,1900,10,15,5700,684,5016,3800,10892,2021-01-13
Government,Mexico,VTT,Low,1642,213460,250,350,574700,17241,557459,426920,194149,2021-01-13
Midmarket,United States of America,VTT,Medium,1153,5765,250,15,17295,1037,16257,11530,192911,2021-01-13
Enterprise,France,Paseo,High,2441,146460,10,125,305125,33563,271561,292920,281759,2021-01-13
Government,United States of America,Montana,High,2996,7490,5,7,20972,2936,18035,14980,101951,2021-01-13
Enterprise,United States of America,Velo,Medium,2755,165300,120,125,344375,20662,323712,330600,204436,2021-01-13
Midmarket,France,Paseo,Medium,3801,19005,10,15,57015,3420,53594,38010,131780,2021-01-14
Government,Germany,Velo,Medium,588,2940,120,20,11760,823,10936,5880,129414,2021-01-14
Government,Canada,Paseo,High,2632,342160,10,350,921200,119756,801444,684320,288658,2021-01-14
Government,France,Carretera,Low,2145,5362,3,7,15015,300,14714,10725,275698,2021-01-14
Small Business,Germany,VTT,Low,214,26750,250,300,64200,1284,62916,53500,293025,2021-01-14
Small Business,Canada,Amarilla,High,888,111000,260,300,266400,37296,229104,222000,102245,2021-01-14
Channel Partners,Mexico,Montana,High,604,906,5,12,7248,942,6305,1812,99442,2021-01-15
Government,Germany,Paseo,Medium,1366,6830,10,20,27320,2185,25134,13660,86848,2021-01-15
Government,Mexico,Montana,High,2255,11275,5,20,45100,5863,39237,22550,23559,2021-01-15
Midmarket,United States of America,Paseo,Medium,1153,5765,10,15,17295,1037,16257,11530,26876,2021-01-16
Channel Partners,Mexico,Montana,Low,690,1035,5,12,8280,165,8114,2070,21203,2021-01-17
Government,United States of America,Velo,Low,1566,7830,120,20,31320,626,30693,15660,18355,2021-01-17
Government,Germany,Velo,Medium,1307,169910,120,350,457450,41170,416279,339820,151695,2021-01-17
Enterprise,Canada,Paseo,Low,1774,106440,10,125,221750,6652,215097,212880,220690,2021-01-17
Small Business,Mexico,Amarilla,Medium,2460,307500,260,300,738000,59040,678960,615000,436779,2021-01-17
Enterprise,United States of America,Velo,High,2438,146280,120,125,304750,45712,259037,292560,384365,2021-01-17
Channel Partners,Mexico,VTT,High,1005,1507,250,12,12060,1326,10733,3015,316243,2021-01-17
Enterprise,France,Amarilla,High,1433,85980,260,125,179125,19703,159421,171960,143064,2021-01-18
Government,United States of America,Carretera,Medium,263,657,3,7,1841,110,1730,1315,57295,2021-01-18
Government,Canada,Montana,Medium,488,1220,5,7,3416,273,3142,2440,54764,2021-01-18
Channel Partners,Mexico,Velo,Low,1084,1626,120,12,13008,260,12747,3252,5873,2021-01-18
Government,Mexico,Paseo,High,886,115180,10,350,310100,37212,272888,230360,96259,2021-01-18
Midmarket,Mexico,Paseo,Low,1514,7570,10,15,22710,908,21801,15140,102479,2021-01-19
Channel Partners,Canada,Paseo,Medium,2431,3646,10,12,29172,1458,27713,7293,107467,2021-01-19
Small Business,Canada,Montana,Medium,3802,475312,5,300,1140750,102667,1038082,950625,362532,2021-01-20
Government,Canada,Velo,Medium,1269,164970,120,350,444150,39973,404176,329940,489990,2021-01-20
Enterprise,Germany,Paseo,Low,1706,102360,10,125,213250,6397,206852,204720,549703,2021-01-20
Midmarket,France,Paseo,High,2167,10835,10,15,32505,3250,29254,21670,213427,2021-01-20
Small Business,Canada,VTT,Medium,2436,304500,250,300,730800,43848,686952,609000,307686,2021-01-21
Midmarket,France,Velo,High,2826,14130,120,15,42390,6358,36031,28260,250746,2021-01-21
Channel Partners,Germany,Carretera,Medium,1116,1674,3,12,13392,669,12722,3348,245235,2021-01-21
Government,Mexico,Amarilla,High,2039,10195,260,20,40780,4078,36702,20390,28485,2021-01-21
Small Business,Mexico,Paseo,High,591,73875,10,300,177300,17730,159570,147750,69665,2021-01-22
Small Business,Mexico,Paseo,High,2150,268750,10,300,645000,77400,567600,537500,254624,2021-01-22
Government,France,Paseo,High,2696,6740,10,7,18872,2453,16418,13480,247863,2021-01-22
Channel Partners,Germany,VTT,Medium,2215,3322,250,12,26580,1860,24719,6645,202912,2021-01-22
Channel Partners,Canada,Paseo,High,2222,3333,10,12,26664,3732,22931,6666,21356,2021-01-22
Government,United States of America,Paseo,Low,1056,5280,10,20,21120,844,20275,10560,22642,2021-01-22
Government,United States of America,VTT,High,267,1335,250,20,5340,801,4539,2670,15915,2021-01-22
Government,France,Paseo,Low,1030,2575,10,7,7210,72,7137,5150,10650,2021-01-22
Government,France,VTT,Medium,2682,13410,250,20,53640,4827,48812,26820,20163,2021-01-22
Small Business,France,Amarilla,High,853,106625,260,300,255900,25590,230310,213250,95420,2021-01-22
Government,Canada,Paseo,High,2632,342160,10,350,921200,119756,801444,684320,360189,2021-01-23
Small Business,Germany,VTT,Low,214,26750,250,300,64200,1284,62916,53500,364890,2021-01-23
Enterprise,Germany,Carretera,High,2767,166020,3,125,345875,51881,293993,332040,386118,2021-01-23
Midmarket,Mexico,Velo,Medium,2861,14305,120,15,42915,2145,40769,28610,132559,2021-01-24
Small Business,United States of America,Amarilla,High,2993,374125,260,300,897900,89790,808110,748250,380957,2021-01-24
Government,Canada,Paseo,High,723,1807,10,7,5061,759,4301,3615,284393,2021-01-25
Government,Mexico,Velo,Medium,1498,3745,120,7,10486,629,9856,7490,274089,2021-01-25
Small Business,Germany,Paseo,Medium,1123,140375,10,300,336900,23583,313317,280750,109158,2021-01-25
Channel Partners,Germany,Amarilla,High,472,708,260,12,5664,623,5040,1416,109404,2021-01-25
Government,Germany,Paseo,High,2708,13540,10,20,54160,7040,47119,27080,121825,2021-01-25
Channel Partners,France,Amarilla,High,2475,3712,260,12,29700,4158,25542,7425,25900,2021-01-26
Midmarket,Canada,Paseo,High,1614,8070,10,15,24210,3631,20578,16140,31080,2021-01-26
Government,Canada,VTT,None,1817,9085,250,20,36340,0,36340,18170,27487,2021-01-26
Midmarket,France,Montana,High,2072,10360,5,15,31080,3108,27972,20720,28297,2021-01-26
Government,Germany,VTT,Low,263,657,250,7,1841,18,1822,1315,22045,2021-01-27
Enterprise,Canada,Velo,Medium,567,34020,120,125,70875,6378,64496,68040,31430,2021-01-27
Government,United States of America,Amarilla,Medium,2907,7267,260,7,20349,1627,18721,14535,28346,2021-01-28
Government,Germany,Montana,High,1199,155870,5,350,419650,58751,360899,311740,148039,2021-01-28
Channel Partners,Germany,Paseo,High,1013,1519,10,12,12156,1580,10575,3039,130065,2021-01-28
Enterprise,United States of America,Paseo,Medium,861,51660,10,125,107625,5381,102243,103320,157906,2021-01-28
Government,Germany,VTT,Medium,360,900,250,7,2520,226,2293,1800,38370,2021-01-28
Midmarket,United States of America,Amarilla,High,3199,15997,260,15,47992,5279,42713,31995,49083,2021-01-28
Government,Mexico,VTT,Medium,1498,3745,250,7,10486,629,9856,7490,18287,2021-01-29
Government,Mexico,Carretera,High,2579,12895,3,20,51580,7221,44358,25790,32309,2021-01-29
Government,United States of America,Montana,High,2328,5820,5,7,16296,1629,14666,11640,22960,2021-01-29
Government,Germany,VTT,High,280,700,250,7,1960,274,1685,1400,20236,2021-01-29
Small Business,United States of America,Velo,High,2294,286750,120,300,688200,68820,619380,573500,211910,2021-01-30
Government,France,Amarilla,High,1731,4327,260,7,12117,1696,10420,8655,210495,2021-01-30
Enterprise,Canada,Paseo,Low,2009,120540,10,125,251125,7533,243591,241080,291130,2021-01-31
Enterprise,United States of America,Velo,High,2438,146280,120,125,304750,45712,259037,292560,171016,2021-01-31
Channel Partners,Germany,Velo,None,2161,3241,120,12,25932,0,25932,6483,176187,2021-01-31
Small Business,Canada,VTT,Medium,2436,304500,250,300,730800,43848,686952,609000,323974,2021-01-31
Channel Partners,United States of America,Paseo,High,2914,4371,10,12,34968,4895,30072,8742,247652,2021-01-31
Small Business,France,Montana,Medium,322,40250,5,300,96600,8694,87906,80500,268310,2021-02-01
Government,United States of America,Montana,High,2313,300690,5,350,809550,80955,728595,601380,282191,2021-02-01
Government,Canada,Carretera,Low,2852,370760,3,350,998200,19964,978236,741520,598246,2021-02-01
Government,Mexico,Carretera,Low,1210,157300,3,350,423500,4235,419265,314600,708699,2021-02-02
Government,Germany,Carretera,High,280,700,3,7,1960,274,1685,1400,466395,2021-02-02
Enterprise,France,Paseo,Low,787,47220,10,125,98375,983,97391,94440,172780,2021-02-03
