Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price Parsed,Sale Price Parsed,Budget Parsed,Discounts Parsed,Sales Parsed,COGS Parsed,Profit Parsed,Date_ISO
Government,Canada,Paseo,High,2428,10,20,48560,6798.4,41761.6,24280,17481.6,2020-09-08
Midmarket,United States of America,Paseo,High,1767,10,15,26505,3710.7,22794.3,17670,5124.3,2019-05-10
Channel Partners,France,Paseo,High,1393,10,12,16716,2340.24,14375.76,4179,10196.76,2020-05-31
Government,Germany,VTT,High,280,250,7,1960,274.4,1685.6,1400,285.6,2019-10-24
Channel Partners,France,Amarilla,High,1393,260,12,16716,2340.24,14375.76,4179,10196.76,2020-05-19
Channel Partners,United States of America,Amarilla,High,2015,260,12,24180,3385.2,20794.8,6045,14749.8,2019-01-27
Small Business,Mexico,Carretera,High,801,3,300,240300,33642,206658,200250,6408,2019-05-13
Enterprise,France,Carretera,High,1023,3,125,127875,17902.5,109972.5,122760,-12787.5,2020-09-12
Small Business,Canada,Carretera,High,1496,3,300,448800,62832,385968,374000,11968,2020-06-08
Small Business,United States of America,Carretera,High,1010,3,300,303000,42420,260580,252500,8080,2020-05-19
Midmarket,Germany,Carretera,High,1513,3,15,22695,3177.3,19517.7,15130,4387.7,2020-09-03
Midmarket,Canada,Carretera,High,2300,3,15,34500,4830,29670,23000,6670,2019-11-06
Enterprise,Mexico,Carretera,High,2821,3,125,352625,49367.5,303257.5,338520,-35262.5,2021-06-26
Government,Canada,Montana,High,2227,5,350,779625,109147.5,670477.5,579150,91327.5,2021-05-30
Government,Germany,Montana,High,1199,5,350,419650,58751,360899,311740,49159,2020-05-14
Government,Canada,Montana,High,200,5,350,70000,9800,60200,52000,8200,2020-02-04
Government,Canada,Montana,High,388,5,7,2716,380.24,2335.76,1940,395.76,2021-07-07
Government,Mexico,Montana,High,1727,5,7,12089,1692.46,10396.54,8635,1761.54,2021-05-13
Midmarket,Canada,Montana,High,2300,5,15,34500,4830,29670,23000,6670,2020-11-22
Government,Mexico,Paseo,High,260,10,20,5200,728,4472,2600,1872,2018-10-31
Midmarket,Canada,Paseo,High,2470,10,15,37050,5187,31863,24700,7163,2019-10-09
Midmarket,Canada,Paseo,High,1743,10,15,26145,3660.3,22484.7,17430,5054.7,2018-12-24
Channel Partners,United States of America,Paseo,High,2914,10,12,34968,4895.52,30072.48,8742,21330.48,2019-03-25
Government,France,Paseo,High,1731,10,7,12117,1696.38,10420.62,8655,1765.62,2020-11-27
Government,Canada,Paseo,High,700,10,350,245000,34300,210700,182000,28700,2020-02-24
Channel Partners,Canada,Paseo,High,2222,10,12,26664,3732.96,22931.04,6666,16265.04,2020-08-28
Government,United States of America,Paseo,High,1177,10,350,411950,57673,354277,306020,48257,2021-03-27
Government,France,Paseo,High,1922,10,350,672700,94178,578522,499720,78802,2020-06-03
Enterprise,Mexico,Velo,High,1575,120,125,196875,27562.5,169312.5,189000,-19687.5,2019-10-09
Government,United States of America,Velo,High,606,120,20,12120,1696.8,10423.2,6060,4363.2,2020-02-06
Small Business,United States of America,Velo,High,2460,120,300,738000,103320,634680,615000,19680,2021-07-08
Small Business,Canada,Velo,High,269,120,300,80700,11298,69402,67250,2152,2020-05-13
Small Business,Germany,Velo,High,2536,120,300,760800,106512,654288,634000,20288,2021-06-25
Government,Mexico,VTT,High,2903,250,7,20321,2844.94,17476.06,14515,2961.06,2020-11-23
Small Business,United States of America,VTT,High,2541,250,300,762300,106722,655578,635250,20328,2020-06-20
Small Business,Canada,VTT,High,269,250,300,80700,11298,69402,67250,2152,2020-05-16
Small Business,Canada,VTT,High,1496,250,300,448800,62832,385968,374000,11968,2020-11-29
Small Business,United States of America,VTT,High,1010,250,300,303000,42420,260580,252500,8080,2020-04-20
Government,France,VTT,High,1281,250,350,448350,62769,385581,333060,52521,2020-02-16
Small Business,Canada,Amarilla,High,888,260,300,266400,37296,229104,222000,7104,2019-09-30
Enterprise,United States of America,Amarilla,High,2844,260,125,355500,49770,305730,341280,-35550,2019-03-15
Channel Partners,France,Amarilla,High,2475,260,12,29700,4158,25542,7425,18117,2020-04-14
Midmarket,Canada,Amarilla,High,1743,260,15,26145,3660.3,22484.7,17430,5054.7,2020-01-21
Channel Partners,United States of America,Amarilla,High,2914,260,12,34968,4895.52,30072.48,8742,21330.48,2018-12-19
Government,France,Amarilla,High,1731,260,7,12117,1696.38,10420.62,8655,1765.62,2019-11-27
Government,Mexico,Amarilla,High,1727,260,7,12089,1692.46,10396.54,8635,1761.54,2020-12-16
Midmarket,Mexico,Amarilla,High,1870,260,15,28050,3927,24123,18700,5423,2020-10-20
Enterprise,France,Carretera,High,1174,3,125,146750,22012.5,124737.5,140880,-16142.5,2019-08-01
Enterprise,Germany,Carretera,High,2767,3,125,345875,51881.25,293993.75,332040,-38046.25,2019-06-10
Enterprise,Germany,Carretera,High,1085,3,125,135625,20343.75,115281.25,130200,-14918.75,2020-05-03
Small Business,Mexico,Montana,High,546,5,300,163800,24570,139230,136500,2730,2020-09-11
Government,Germany,Paseo,High,1158,10,20,23160,3474,19686,11580,8106,2021-03-27
Midmarket,Canada,Paseo,High,1614,10,15,24210,3631.5,20578.5,16140,4438.5,2020-03-18
Government,Mexico,Paseo,High,2535,10,7,17745,2661.75,15083.25,12675,2408.25,2020-10-07
Government,Mexico,Paseo,High,2851,10,350,997850,149677.5,848172.5,741260,106912.5,2021-01-04
Midmarket,Canada,Paseo,High,2559,10,15,38385,5757.75,32627.25,25590,7037.25,2020-07-14
Government,United States of America,Paseo,High,267,10,20,5340,801,4539,2670,1869,2021-06-19
Enterprise,Germany,Paseo,High,1085,10,125,135625,20343.75,115281.25,130200,-14918.75,2020-08-04
Midmarket,Germany,Paseo,High,1175,10,15,17625,2643.75,14981.25,11750,3231.25,2019-10-09
Government,United States of America,Paseo,High,2007,10,350,702450,105367.5,597082.5,521820,75262.5,2021-07-04
Government,Mexico,Paseo,High,2151,10,350,752850,112927.5,639922.5,559260,80662.5,2019-05-30
Channel Partners,United States of America,Paseo,High,914,10,12,10968,1645.2,9322.8,2742,6580.8,2020-09-28
Government,France,Paseo,High,293,10,20,5860,879,4981,2930,2051,2019-09-04
Channel Partners,Mexico,Velo,High,500,120,12,6000,900,5100,1500,3600,2021-05-17
Midmarket,France,Velo,High,2826,120,15,42390,6358.5,36031.5,28260,7771.5,2019-11-30
Enterprise,France,Velo,High,663,120,125,82875,12431.25,70443.75,79560,-9116.25,2021-05-05
Small Business,United States of America,Velo,High,2574,120,300,772200,115830,656370,643500,12870,2019-07-31
Enterprise,United States of America,Velo,High,2438,120,125,304750,45712.5,259037.5,292560,-33522.5,2019-05-28
Channel Partners,United States of America,Velo,High,914,120,12,10968,1645.2,9322.8,2742,6580.8,2020-11-09
Government,Canada,VTT,High,865,250,20,17310,2596.5,14713.5,8655,6058.5,2020-01-08
Midmarket,Germany,VTT,High,492,250,15,7380,1107,6273,4920,1353,2020-05-09
Government,United States of America,VTT,High,267,250,20,5340,801,4539,2670,1869,2021-01-22
Midmarket,Germany,VTT,High,1175,250,15,17625,2643.75,14981.25,11750,3231.25,2020-08-03
Enterprise,Canada,VTT,High,2954,250,125,369250,55387.5,313862.5,354480,-40617.5,2019-01-04
Enterprise,Germany,VTT,High,552,250,125,69000,10350,58650,66240,-7590,2020-12-26
Government,France,VTT,High,293,250,20,5860,879,4981,2930,2051,2019-03-17
Small Business,France,Amarilla,High,2475,260,300,742500,111375,631125,618750,12375,2019-12-16
Small Business,Mexico,Amarilla,High,546,260,300,163800,24570,139230,136500,2730,2020-03-22
Government,Mexico,Montana,High,1368,5,7,9576,1436.4,8139.6,6840,1299.6,2019-04-07
Government,Canada,Paseo,High,723,10,7,5061,759.15,4301.85,3615,686.85,2020-06-06
Channel Partners,United States of America,VTT,High,1806,250,12,21672,3250.8,18421.2,5418,13003.2,2021-06-08
Government,Canada,Carretera,None,1618,3,20,32370,0,32370,16185,16185,2020-05-31
Government,Germany,Carretera,None,1321,3,20,26420,0,26420,13210,13210,2019-10-03
Midmarket,France,Carretera,None,2178,3,15,32670,0,32670,21780,10890,2019-09-11
Midmarket,Germany,Carretera,None,888,3,15,13320,0,13320,8880,4440,2020-07-21
Midmarket,Mexico,Carretera,None,2470,3,15,37050,0,37050,24700,12350,2020-06-01
Government,Germany,Carretera,None,1513,3,350,529550,0,529550,393380,136170,2019-04-23
Midmarket,Germany,Montana,None,921,5,15,13815,0,13815,9210,4605,2020-02-09
Channel Partners,Canada,Montana,None,2518,5,12,30216,0,30216,7554,22662,2020-12-27
Government,France,Montana,None,1899,5,20,37980,0,37980,18990,18990,2020-02-19
Channel Partners,Germany,Montana,None,1545,5,12,18540,0,18540,4635,13905,2018-12-04
Midmarket,Mexico,Montana,None,2470,5,15,37050,0,37050,24700,12350,2021-03-26
Enterprise,Canada,Montana,None,2665,5,125,333187.5,0,333187.5,319860,13327.5,2021-04-04
Small Business,Mexico,Montana,None,958,5,300,287400,0,287400,239500,47900,2018-12-24
Government,Germany,Montana,None,2146,5,7,15022,0,15022,10730,4292,2021-02-24
Enterprise,Canada,Montana,None,345,5,125,43125,0,43125,41400,1725,2021-01-02
Midmarket,United States of America,Montana,None,615,5,15,9225,0,9225,6150,3075,2020-01-03
Government,Canada,Paseo,None,292,10,20,5840,0,5840,2920,2920,2019-02-01
Midmarket,Mexico,Paseo,None,974,10,15,14610,0,14610,9740,4870,2019-03-12
Channel Partners,Canada,Paseo,None,2518,10,12,30216,0,30216,7554,22662,2019-06-26
Government,Germany,Paseo,None,1006,10,350,352100,0,352100,261560,90540,2019-09-19
Channel Partners,Germany,Paseo,None,367,10,12,4404,0,4404,1101,3303,2019-05-21
Government,Mexico,Paseo,None,883,10,7,6181,0,6181,4415,1766,2020-08-31
Midmarket,France,Paseo,None,549,10,15,8235,0,8235,5490,2745,2019-06-18
Small Business,Mexico,Paseo,None,788,10,300,236400,0,236400,197000,39400,2019-05-08
Midmarket,Mexico,Paseo,None,2472,10,15,37080,0,37080,24720,12360,2019-12-04
Government,United States of America,Paseo,None,1143,10,7,8001,0,8001,5715,2286,2018-10-18
Government,Canada,Paseo,None,1725,10,350,603750,0,603750,448500,155250,2020-02-09
Channel Partners,United States of America,Paseo,None,912,10,12,10944,0,10944,2736,8208,2019-03-27
Midmarket,Canada,Paseo,None,2152,10,15,32280,0,32280,21520,10760,2018-10-17
Government,Canada,Paseo,None,1817,10,20,36340,0,36340,18170,18170,2019-07-19
Government,Germany,Paseo,None,1513,10,350,529550,0,529550,393380,136170,2019-08-17
Government,Mexico,Velo,None,1493,120,7,10451,0,10451,7465,2986,2020-04-18
Enterprise,France,Velo,None,1804,120,125,225500,0,225500,216480,9020,2019-06-05
Channel Partners,Germany,Velo,None,2161,120,12,25932,0,25932,6483,19449,2019-02-21
Government,Germany,Velo,None,1006,120,350,352100,0,352100,261560,90540,2020-07-31
Channel Partners,Germany,Velo,None,1545,120,12,18540,0,18540,4635,13905,2019-03-16
Enterprise,United States of America,Velo,None,2821,120,125,352625,0,352625,338520,14105,2020-03-29
Enterprise,Canada,Velo,None,345,120,125,43125,0,43125,41400,1725,2021-03-25
Small Business,Canada,VTT,None,2001,250,300,600300,0,600300,500250,100050,2019-08-14
Channel Partners,Germany,VTT,None,2838,250,12,34056,0,34056,8514,25542,2019-06-23
Midmarket,France,VTT,None,2178,250,15,32670,0,32670,21780,10890,2020-06-17
Midmarket,Germany,VTT,None,888,250,15,13320,0,13320,8880,4440,2021-01-10
Government,France,VTT,None,1527,250,350,534450,0,534450,397020,137430,2020-04-28
Small Business,France,VTT,None,2151,250,300,645300,0,645300,537750,107550,2020-09-20
Government,Canada,VTT,None,1817,250,20,36340,0,36340,18170,18170,2021-02-22
Government,France,Amarilla,None,2750,260,350,962500,0,962500,715000,247500,2019-12-22
Channel Partners,United States of America,Amarilla,None,1953,260,12,23436,0,23436,5859,17577,2020-10-03
Enterprise,Germany,Amarilla,None,4219,260,125,527437.5,0,527437.5,506340,21097.5,2020-02-20
Government,France,Amarilla,None,1899,260,20,37980,0,37980,18990,18990,2019-08-09
Government,Germany,Amarilla,None,1686,260,7,11802,0,11802,8430,3372,2021-06-17
Channel Partners,United States of America,Amarilla,None,2141,260,12,25692,0,25692,6423,19269,2019-02-18
Government,United States of America,Amarilla,None,1143,260,7,8001,0,8001,5715,2286,2020-10-07
Midmarket,United States of America,Amarilla,None,615,260,15,9225,0,9225,6150,3075,2018-11-16
Government,France,Paseo,Low,3945,10,7,27615,276.15,27338.85,19725,7613.85,2019-02-09
Midmarket,France,Paseo,Low,2296,10,15,34440,344.4,34095.6,22960,11135.6,2019-01-10
Government,France,Paseo,Low,1030,10,7,7210,72.1,7137.9,5150,1987.9,2021-01-22
Government,France,Velo,Low,639,120,7,4473,44.73,4428.27,3195,1233.27,2020-10-01
Government,Canada,VTT,Low,1326,250,7,9282,92.82,9189.18,6630,2559.18,2020-07-26
Channel Partners,United States of America,Carretera,Low,1858,3,12,22296,222.96,22073.04,5574,16499.04,2018-12-14
Government,Mexico,Carretera,Low,1210,3,350,423500,4235,419265,314600,104665,2018-10-30
Government,United States of America,Carretera,Low,2529,3,7,17703,177.03,17525.97,12645,4880.97,2021-06-19
Channel Partners,Canada,Carretera,Low,1445,3,12,17340,173.4,17166.6,4335,12831.6,2020-05-17
Enterprise,United States of America,Carretera,Low,330,3,125,41250,412.5,40837.5,39600,1237.5,2019-08-27
Channel Partners,France,Carretera,Low,2671,3,12,32052,320.52,31731.48,8013,23718.48,2020-11-04
Channel Partners,Germany,Carretera,Low,766,3,12,9192,91.92,9100.08,2298,6802.08,2020-11-13
Small Business,Mexico,Carretera,Low,494,3,300,148200,1482,146718,123500,23218,2020-10-21
Government,Mexico,Carretera,Low,1397,3,350,488950,4889.5,484060.5,363220,120840.5,2019-11-17
Government,France,Carretera,Low,2155,3,350,754250,7542.5,746707.5,560300,186407.5,2020-03-26
Midmarket,Mexico,Montana,Low,2214,5,15,33210,332.1,32877.9,22140,10737.9,2019-10-28
Small Business,United States of America,Montana,Low,2301,5,300,690300,6903,683397,575250,108147,2019-05-13
Government,France,Montana,Low,1375,5,20,27510,275.1,27234.9,13755,13479.9,2019-08-06
Government,Canada,Montana,Low,1830,5,7,12810,128.1,12681.9,9150,3531.9,2020-07-02
Small Business,United States of America,Montana,Low,2498,5,300,749400,7494,741906,624500,117406,2020-08-26
Enterprise,United States of America,Montana,Low,663,5,125,82875,828.75,82046.25,79560,2486.25,2020-05-20
Midmarket,United States of America,Paseo,Low,1514,10,15,22710,227.1,22482.9,15140,7342.9,2018-12-09
Government,United States of America,Paseo,Low,4492,10,7,31447.5,314.48,31133.03,22462.5,8670.53,2020-11-02
Enterprise,United States of America,Paseo,Low,727,10,125,90875,908.75,89966.25,87240,2726.25,2019-10-09
Enterprise,France,Paseo,Low,787,10,125,98375,983.75,97391.25,94440,2951.25,2021-05-22
Enterprise,Mexico,Paseo,Low,1823,10,125,227875,2278.75,225596.25,218760,6836.25,2020-11-20
Midmarket,Germany,Paseo,Low,747,10,15,11205,112.05,11092.95,7470,3622.95,2019-04-15
Channel Partners,Germany,Paseo,Low,766,10,12,9192,91.92,9100.08,2298,6802.08,2020-03-16
Small Business,United States of America,Paseo,Low,2905,10,300,871500,8715,862785,726250,136535,2019-12-05
Government,France,Paseo,Low,2155,10,350,754250,7542.5,746707.5,560300,186407.5,2019-07-21
Government,France,Velo,Low,3864,120,20,77280,772.8,76507.2,38640,37867.2,2019-11-19
Government,Mexico,Velo,Low,362,120,7,2534,25.34,2508.66,1810,698.66,2020-08-02
Enterprise,Canada,Velo,Low,923,120,125,115375,1153.75,114221.25,110760,3461.25,2020-03-20
Enterprise,United States of America,Velo,Low,663,120,125,82875,828.75,82046.25,79560,2486.25,2020-02-03
Government,Canada,Velo,Low,2092,120,7,14644,146.44,14497.56,10460,4037.56,2020-11-11
Government,Germany,VTT,Low,263,250,7,1841,18.41,1822.59,1315,507.59,2020-03-22
Government,Canada,VTT,Low,943,250,350,330225,3302.25,326922.75,245310,81612.75,2019-04-27
Enterprise,United States of America,VTT,Low,727,250,125,90875,908.75,89966.25,87240,2726.25,2020-12-26
Enterprise,France,VTT,Low,787,250,125,98375,983.75,97391.25,94440,2951.25,2019-01-26
Small Business,Germany,VTT,Low,986,250,300,295800,2958,292842,246500,46342,2020-04-11
Small Business,Mexico,VTT,Low,494,250,300,148200,1482,146718,123500,23218,2018-10-21
Government,Mexico,VTT,Low,1397,250,350,488950,4889.5,484060.5,363220,120840.5,2020-06-02
Enterprise,France,VTT,Low,1744,250,125,218000,2180,215820,209280,6540,2021-07-13
Channel Partners,United States of America,Amarilla,Low,1989,260,12,23868,238.68,23629.32,5967,17662.32,2019-02-23
Midmarket,France,Amarilla,Low,321,260,15,4815,48.15,4766.85,3210,1556.85,2020-10-05
Enterprise,Canada,Carretera,Low,742,3,125,92812.5,1856.25,90956.25,89100,1856.25,2020-12-24
Channel Partners,Canada,Carretera,Low,1295,3,12,15540,310.8,15229.2,3885,11344.2,2019-11-18
Small Business,Germany,Carretera,Low,214,3,300,64200,1284,62916,53500,9416,2021-02-03
Government,France,Carretera,Low,2145,3,7,15015,300.3,14714.7,10725,3989.7,2021-01-14
Government,Canada,Carretera,Low,2852,3,350,998200,19964,978236,741520,236716,2021-02-01
Channel Partners,United States of America,Montana,Low,1142,5,12,13704,274.08,13429.92,3426,10003.92,2019-10-19
Government,United States of America,Montana,Low,1566,5,20,31320,626.4,30693.6,15660,15033.6,2021-04-30
Channel Partners,Mexico,Montana,Low,690,5,12,8280,165.6,8114.4,2070,6044.4,2020-02-01
Enterprise,Mexico,Montana,Low,1660,5,125,207500,4150,203350,199200,4150,2020-09-14
Midmarket,Canada,Paseo,Low,2363,10,15,35445,708.9,34736.1,23630,11106.1,2020-02-15
Small Business,France,Paseo,Low,918,10,300,275400,5508,269892,229500,40392,2021-05-17
Small Business,Germany,Paseo,Low,1728,10,300,518400,10368,508032,432000,76032,2020-03-13
Channel Partners,United States of America,Paseo,Low,1142,10,12,13704,274.08,13429.92,3426,10003.92,2018-12-26
Enterprise,Mexico,Paseo,Low,662,10,125,82750,1655,81095,79440,1655,2021-04-18
Channel Partners,Canada,Paseo,Low,1295,10,12,15540,310.8,15229.2,3885,11344.2,2019-12-02
Enterprise,Germany,Paseo,Low,809,10,125,101125,2022.5,99102.5,97080,2022.5,2020-04-28
Enterprise,Mexico,Paseo,Low,2145,10,125,268125,5362.5,262762.5,257400,5362.5,2019-08-30
Channel Partners,France,Paseo,Low,1785,10,12,21420,428.4,20991.6,5355,15636.6,2021-03-14
Small Business,Canada,Paseo,Low,1916,10,300,574800,11496,563304,479000,84304,2019-02-10
Government,Canada,Paseo,Low,2852,10,350,998200,19964,978236,741520,236716,2020-05-17
Enterprise,Canada,Paseo,Low,2729,10,125,341125,6822.5,334302.5,327480,6822.5,2020-09-14
Midmarket,United States of America,Paseo,Low,1925,10,15,28875,577.5,28297.5,19250,9047.5,2019-03-21
Government,United States of America,Paseo,Low,2013,10,7,14091,281.82,13809.18,10065,3744.18,2018-10-30
Channel Partners,France,Paseo,Low,1055,10,12,12660,253.2,12406.8,3165,9241.8,2021-05-02
Channel Partners,Mexico,Paseo,Low,1084,10,12,13008,260.16,12747.84,3252,9495.84,2021-04-17
Government,United States of America,Velo,Low,1566,120,20,31320,626.4,30693.6,15660,15033.6,2019-10-05
Government,Germany,Velo,Low,2966,120,350,1038100,20762,1017338,771160,246178,2021-05-20
Government,Germany,Velo,Low,2877,120,350,1006950,20139,986811,748020,238791,2019-05-23
Enterprise,Germany,Velo,Low,809,120,125,101125,2022.5,99102.5,97080,2022.5,2019-01-30
Enterprise,Mexico,Velo,Low,2145,120,125,268125,5362.5,262762.5,257400,5362.5,2019-11-12
Channel Partners,France,Velo,Low,1055,120,12,12660,253.2,12406.8,3165,9241.8,2019-09-03
Government,Mexico,Velo,Low,544,120,20,10880,217.6,10662.4,5440,5222.4,2018-12-12
Channel Partners,Mexico,Velo,Low,1084,120,12,13008,260.16,12747.84,3252,9495.84,2021-01-18
